Station.name;Station.ID;Date;TAM;TAN;TAX;RR
Finse;SN25840;09.03.1983;-1.3;-2;0.2;16.9
Finse;SN25840;10.03.1983;-5.8;-6.6;-1.2;9.5
Finse;SN25840;11.03.1983;-11.7;-12.5;-6.4;6.3
Finse;SN25840;12.03.1983;-11;-20.8;-4.2;1
Finse;SN25840;13.03.1983;-1.6;-4.5;0.4;0
Finse;SN25840;14.03.1983;-0.6;-3.8;2;0
Finse;SN25840;15.03.1983;-1.5;-3.8;1.6;2.3
Finse;SN25840;16.03.1983;-4.2;-5.7;-2;1.4
Finse;SN25840;17.03.1983;-3.2;-7.8;-0.6;0.8
Finse;SN25840;18.03.1983;-1.7;-4;1;4.7
Finse;SN25840;19.03.1983;-7.9;-12;-2.1;2.5
Finse;SN25840;20.03.1983;-6.8;-11;-5.1;0
Finse;SN25840;21.03.1983;-6.5;-7.3;-3;8.7
Finse;SN25840;22.03.1983;-6.7;-7.9;-5.2;1.1
Finse;SN25840;23.03.1983;-9.8;-11.3;-3.9;0.2
Finse;SN25840;24.03.1983;-8.3;-14;-4.9;0
Finse;SN25840;25.03.1983;-9.1;-12.5;-4.5;4
Finse;SN25840;26.03.1983;-10;-12.5;-7.6;0
Finse;SN25840;27.03.1983;-12.1;-17.6;-5.5;0.7
Finse;SN25840;28.03.1983;-13;-20.8;-5.7;0
Finse;SN25840;29.03.1983;-7.4;-10.5;-4;0.3
Finse;SN25840;30.03.1983;-7.9;-8.8;-7;3.1
Finse;SN25840;31.03.1983;-6.8;-8;-5.5;3.5
Finse;SN25840;01.04.1983;-8.7;-14;-2.2;2.5
Finse;SN25840;02.04.1983;-10.3;-15;-4.1;0
Finse;SN25840;03.04.1983;-6.1;-9;-2.1;0
Finse;SN25840;04.04.1983;-9.9;-13.5;-3;1.3
Finse;SN25840;05.04.1983;-8.9;-14.1;-5.1;0
Finse;SN25840;06.04.1983;-7.5;-11.3;-5.3;0.2
Finse;SN25840;07.04.1983;-4.9;-6.8;-2.4;3.1
Finse;SN25840;08.04.1983;-6;-9.9;-4;1
Finse;SN25840;09.04.1983;-4.9;-6;-2.9;2.8
Finse;SN25840;10.04.1983;-7.3;-11;-2.5;0.2
Finse;SN25840;11.04.1983;-11.3;-19.8;-1.3;0
Finse;SN25840;12.04.1983;-10.3;-16;-2.5;0.1
Finse;SN25840;13.04.1983;-11.5;-21.2;-2.5;0
Finse;SN25840;14.04.1983;-3.1;-9;0;2.1
Finse;SN25840;15.04.1983;-2;-3.8;0;1.9
Finse;SN25840;16.04.1983;-1.8;-4.8;0.2;1
Finse;SN25840;17.04.1983;-1.3;-4;2;0.4
Finse;SN25840;18.04.1983;-1;-2.9;0.9;3
Finse;SN25840;19.04.1983;-0.7;-3;1.2;0.2
Finse;SN25840;20.04.1983;-1.8;-2.1;0.8;9.8
Finse;SN25840;21.04.1983;-3.7;-7.8;-1.6;0.2
Finse;SN25840;22.04.1983;0.4;-2.3;3.6;7.2
Finse;SN25840;23.04.1983;0.9;-2.4;5.3;17.1
Finse;SN25840;24.04.1983;-2;-8.2;3.3;0
Finse;SN25840;25.04.1983;-0.4;-5;6;0
Finse;SN25840;26.04.1983;-1.7;-8.2;5.9;0
Finse;SN25840;27.04.1983;1.5;0.3;4.1;0
Finse;SN25840;28.04.1983;0.9;0.2;2.9;0.2
Finse;SN25840;29.04.1983;-0.9;-2.1;0.5;0.2
Finse;SN25840;30.04.1983;-0.7;-1.9;0.6;0.6
Finse;SN25840;01.05.1983;1.3;-0.5;4.5;0.4
Finse;SN25840;02.05.1983;1.1;-2;3.4;0
Finse;SN25840;03.05.1983;-1.7;-5.5;3.5;0
Finse;SN25840;04.05.1983;0.4;-1.2;1.8;0.1
Finse;SN25840;05.05.1983;-0.8;-5.3;6.1;0.1
Finse;SN25840;06.05.1983;-1.7;-7.7;1.5;0
Finse;SN25840;07.05.1983;0.5;-1;2.2;0
Finse;SN25840;08.05.1983;0.7;0.5;2;2.6
Finse;SN25840;09.05.1983;-0.5;-1;1.4;4.3
Finse;SN25840;10.05.1983;0.5;0;1;6.3
Finse;SN25840;11.05.1983;0.1;-1.7;3.5;11.1
Finse;SN25840;12.05.1983;0.7;0.3;2.6;2
Finse;SN25840;13.05.1983;1.1;0;2.9;5.1
Finse;SN25840;14.05.1983;0.6;-0.6;2.9;1
Finse;SN25840;15.05.1983;0.7;-2.4;2.5;5.1
Finse;SN25840;16.05.1983;1.8;0.4;3;6.6
Finse;SN25840;17.05.1983;1.9;0.3;4.8;2.8
Finse;SN25840;18.05.1983;2.8;1.7;4;6.3
Finse;SN25840;19.05.1983;1.9;0.4;4.5;17.8
Finse;SN25840;20.05.1983;1.1;-0.6;3.6;0
Finse;SN25840;21.05.1983;0.4;-0.7;2.8;0
Finse;SN25840;22.05.1983;0.6;-0.5;2.5;2.3
Finse;SN25840;23.05.1983;0.3;-1;3;3
Finse;SN25840;24.05.1983;2.5;-1.1;6;1.1
Finse;SN25840;25.05.1983;1.1;-4;5.8;0
Finse;SN25840;26.05.1983;2.7;1.5;4.6;15.9
Finse;SN25840;27.05.1983;2.4;0.2;5.3;10.6
Finse;SN25840;28.05.1983;3.2;2.5;5.2;2.4
Finse;SN25840;29.05.1983;4.3;3;7.6;0.6
Finse;SN25840;30.05.1983;1.2;0.1;3.5;12.4
Finse;SN25840;31.05.1983;1.2;-0.9;3.1;2.5
Finse;SN25840;01.06.1983;1.8;0.3;3.8;1.2
Finse;SN25840;02.06.1983;1.5;0.1;4.3;3.6
Finse;SN25840;03.06.1983;3.1;1.1;4.3;8.9
Finse;SN25840;04.06.1983;1.3;0.5;3.9;0
Finse;SN25840;05.06.1983;2.5;-2.4;6.1;0
Finse;SN25840;06.06.1983;1.2;-1.8;3.4;0
Finse;SN25840;07.06.1983;3;0.2;5.7;0
Finse;SN25840;08.06.1983;3.1;-1;5.5;0
Finse;SN25840;09.06.1983;3;2;5.3;3.2
Finse;SN25840;10.06.1983;1.1;-0.2;3.1;7.6
Finse;SN25840;11.06.1983;2.8;1;4.3;0.6
Finse;SN25840;12.06.1983;3.8;-0.3;7.6;1
Finse;SN25840;13.06.1983;4.1;2.7;6.7;0
Finse;SN25840;14.06.1983;1.9;-2.1;5.1;0
Finse;SN25840;15.06.1983;2.4;0.9;4.5;1.9
Finse;SN25840;16.06.1983;3;1.5;4.5;0.3
Finse;SN25840;17.06.1983;3.5;-2.3;7.2;0
Finse;SN25840;18.06.1983;3.9;1;6.9;0
Finse;SN25840;19.06.1983;5.4;4.3;6.1;0.2
Finse;SN25840;20.06.1983;9;5.2;13;0.1
Finse;SN25840;21.06.1983;7.2;3;11.6;0
Finse;SN25840;22.06.1983;8.9;4.8;13.4;0
Finse;SN25840;23.06.1983;6.8;5.2;10.7;0.6
Finse;SN25840;24.06.1983;5;3;7.5;0.2
Finse;SN25840;25.06.1983;3.6;-2;8.6;0
Finse;SN25840;26.06.1983;3.4;1.1;7.3;0
Finse;SN25840;27.06.1983;1.7;0.6;3.9;2.1
Finse;SN25840;28.06.1983;3.6;1.2;6.6;0.1
Finse;SN25840;29.06.1983;5.2;-0.2;12.3;0
Finse;SN25840;30.06.1983;4.4;2;9.4;0
Finse;SN25840;01.07.1983;4.8;2.4;9.1;1.4
Finse;SN25840;02.07.1983;3.4;0.7;7;0
Finse;SN25840;03.07.1983;2.5;1.3;4.1;11
Finse;SN25840;04.07.1983;3.2;1.3;6.2;4.4
Finse;SN25840;05.07.1983;4.8;2;9;4
Finse;SN25840;06.07.1983;8.5;3.2;14.4;0
Finse;SN25840;07.07.1983;10.7;4.6;17.3;0
Finse;SN25840;08.07.1983;10.7;4.3;17.3;0
Finse;SN25840;09.07.1983;11.4;4;17.5;0
Finse;SN25840;10.07.1983;12.4;4.3;19.6;0
Finse;SN25840;11.07.1983;10.8;5.6;17.1;0
Finse;SN25840;12.07.1983;9.8;5;14.4;0
Finse;SN25840;13.07.1983;8.5;4.9;11.9;0
Finse;SN25840;14.07.1983;4.7;3.8;10.5;0
Finse;SN25840;15.07.1983;4.8;2.9;8.9;0.5
Finse;SN25840;16.07.1983;4.1;2.2;6.1;6.4
Finse;SN25840;17.07.1983;7;1.6;11.8;0.2
Finse;SN25840;18.07.1983;5.9;4.2;9.8;0
Finse;SN25840;19.07.1983;-0.2;-0.9;4.5;4.2
Finse;SN25840;20.07.1983;0.2;-1.8;3.2;2
Finse;SN25840;21.07.1983;1.1;-1.4;3.5;0.4
Finse;SN25840;22.07.1983;5.8;1.2;9;0.7
Finse;SN25840;23.07.1983;9.8;6.6;13.9;0.2
Finse;SN25840;24.07.1983;13.3;6.3;18.9;0
Finse;SN25840;25.07.1983;10.5;1.1;18.9;0
Finse;SN25840;26.07.1983;10.7;4.4;16.9;0
Finse;SN25840;27.07.1983;8.2;5.7;14;0
Finse;SN25840;28.07.1983;5.1;4;8.6;1
Finse;SN25840;29.07.1983;5.7;4.2;7;0
Finse;SN25840;30.07.1983;3.5;2.3;5.2;2
Finse;SN25840;31.07.1983;7.6;4.4;10.6;2.4
Finse;SN25840;01.08.1983;7.3;6.1;10.6;4.9
Finse;SN25840;02.08.1983;3.2;2;7.2;62.5
Finse;SN25840;03.08.1983;2.7;0.3;5.7;3.3
Finse;SN25840;04.08.1983;5.9;3.6;8.5;2.3
Finse;SN25840;05.08.1983;7;4.9;9.6;2.9
Finse;SN25840;06.08.1983;9.7;1.4;15;0
Finse;SN25840;07.08.1983;11.5;3.9;17.2;0
Finse;SN25840;08.08.1983;11.5;5.4;17.2;0
Finse;SN25840;09.08.1983;10.3;7.5;14.8;0
Finse;SN25840;10.08.1983;9.7;6.1;13.2;0
Finse;SN25840;11.08.1983;5.7;4.5;10.8;0
Finse;SN25840;12.08.1983;5.3;3.3;7.4;2.8
Finse;SN25840;13.08.1983;4.6;3.2;7.4;1.9
Finse;SN25840;14.08.1983;3.7;1;6.6;0
Finse;SN25840;15.08.1983;7;5.1;9.1;3.7
Finse;SN25840;16.08.1983;3.8;3;7.2;28.6
Finse;SN25840;17.08.1983;4;2.4;7.8;5.1
Finse;SN25840;18.08.1983;4.1;-1.2;8.2;0.4
Finse;SN25840;19.08.1983;9;6;12.6;4.5
Finse;SN25840;20.08.1983;12.2;7;18.3;0
Finse;SN25840;21.08.1983;10.8;6.2;17.8;0
Finse;SN25840;22.08.1983;9.5;6.8;14.2;0
Finse;SN25840;23.08.1983;8.8;6.3;11.3;5.2
Finse;SN25840;24.08.1983;7;0.2;13.4;0.1
Finse;SN25840;25.08.1983;8.1;3.1;11.7;0
Finse;SN25840;26.08.1983;9.7;6.6;12.5;0
Finse;SN25840;27.08.1983;7.6;6.3;11.9;0
Finse;SN25840;28.08.1983;6;4.1;8.3;0.2
Finse;SN25840;29.08.1983;5.6;3.2;9.2;0.9
Finse;SN25840;30.08.1983;4.8;2.5;7.5;0.1
Finse;SN25840;31.08.1983;8;6.1;10.2;5.1
Finse;SN25840;01.09.1983;8.7;3.8;14.1;0.3
Finse;SN25840;02.09.1983;8.7;4.1;11.8;0.3
Finse;SN25840;03.09.1983;8.6;7.4;10;7.6
Finse;SN25840;04.09.1983;6.7;4.8;9;15.2
Finse;SN25840;05.09.1983;3.3;2.8;6.5;4.5
Finse;SN25840;06.09.1983;-0.1;-0.8;3.2;4.2
Finse;SN25840;07.09.1983;3;0.1;4.9;0.9
Finse;SN25840;08.09.1983;3;1;5.7;0
Finse;SN25840;09.09.1983;1.2;-2.2;5.2;0
Finse;SN25840;10.09.1983;3.9;1;5.9;6.9
Finse;SN25840;11.09.1983;4.6;3.1;7.6;0.5
Finse;SN25840;12.09.1983;6.3;3.9;10.4;1.2
Finse;SN25840;13.09.1983;5.8;5;7.2;0.1
Finse;SN25840;14.09.1983;5.7;3.9;7.6;2.7
Finse;SN25840;15.09.1983;3.1;2.1;5.9;0.6
Finse;SN25840;16.09.1983;3.5;0.8;6.2;21
Finse;SN25840;17.09.1983;5.3;4.5;6;3.3
Finse;SN25840;18.09.1983;4.7;3.7;6;0.2
Finse;SN25840;19.09.1983;2.9;1.6;5.3;5
Finse;SN25840;20.09.1983;2.3;0.8;5.5;13.4
Finse;SN25840;21.09.1983;0.6;-0.2;2;12.3
Finse;SN25840;22.09.1983;0;-2;2.1;0.3
Finse;SN25840;23.09.1983;0.6;-1;2.6;0.7
Finse;SN25840;24.09.1983;2.9;0.6;7;29.7
Finse;SN25840;25.09.1983;-0.5;-1.9;1.3;5.6
Finse;SN25840;26.09.1983;3;1;4.9;4
Finse;SN25840;27.09.1983;3.4;-0.1;7;19.2
Finse;SN25840;28.09.1983;-3.3;-4.1;-0.1;8.3
Finse;SN25840;29.09.1983;-3.1;-6.3;0.3;0.1
Finse;SN25840;30.09.1983;-3.2;-6.5;0.3;0
Finse;SN25840;01.10.1983;1.2;-6.3;4.4;0
Finse;SN25840;02.10.1983;0.3;-2.2;3.6;0.1
Finse;SN25840;03.10.1983;4.7;2.8;6.1;1.1
Finse;SN25840;04.10.1983;5.4;4.9;6;19.6
Finse;SN25840;05.10.1983;4.2;2;6;9.5
Finse;SN25840;06.10.1983;-1;-1.2;4.4;30.8
Finse;SN25840;07.10.1983;0.2;-2.5;3.4;0
Finse;SN25840;08.10.1983;-2.3;-2.8;0.2;1.5
Finse;SN25840;09.10.1983;-2.2;-2.6;-0.9;0
Finse;SN25840;10.10.1983;-2;-5.8;-0.2;2
Finse;SN25840;11.10.1983;-0.5;-1.2;1;3.8
Finse;SN25840;12.10.1983;-2.1;-3.1;-0.4;4.1
Finse;SN25840;13.10.1983;3.7;-3.1;5.5;7.1
Finse;SN25840;14.10.1983;0.3;-0.9;3;3.8
Finse;SN25840;15.10.1983;0.6;-0.9;1.5;15.8
Finse;SN25840;16.10.1983;0.5;0.1;2.9;8.1
Finse;SN25840;17.10.1983;-0.4;-1;1.4;4.3
Finse;SN25840;18.10.1983;-2.5;-3.3;-0.1;7.5
Finse;SN25840;19.10.1983;-1.5;-2.4;0.9;24.8
Finse;SN25840;20.10.1983;-4.5;-5.5;-2;7.6
Finse;SN25840;21.10.1983;-4.5;-5.5;-2.3;0.9
Finse;SN25840;22.10.1983;-0.6;-4;0.3;3.4
Finse;SN25840;23.10.1983;-1.1;-2.9;0.8;1
Finse;SN25840;24.10.1983;-7.8;-9.2;-2.9;8.7
Finse;SN25840;25.10.1983;-1.7;-7;2.8;3.6
Finse;SN25840;26.10.1983;3.3;1;4.1;11.3
Finse;SN25840;27.10.1983;-0.9;-2.7;3.5;35.2
Finse;SN25840;28.10.1983;-5.7;-7;-2.1;11.1
Finse;SN25840;29.10.1983;-3.8;-7;-1.8;0
Finse;SN25840;30.10.1983;0;-1.8;1.8;14.1
Finse;SN25840;31.10.1983;-2.1;-3.8;-0.1;22.3
Finse;SN25840;01.11.1983;-1.2;-3.8;2.3;6.7
Finse;SN25840;02.11.1983;-4.4;-5.4;-3;25.4
Finse;SN25840;03.11.1983;-0.4;-5.1;2.7;3.2
Finse;SN25840;04.11.1983;-7.5;-11.4;1.5;3.5
Finse;SN25840;05.11.1983;-1.3;-11.6;3.3;0
Finse;SN25840;06.11.1983;0.5;-1.8;1.6;39
Finse;SN25840;07.11.1983;1.7;0.7;3.2;6.4
Finse;SN25840;08.11.1983;3.7;2.5;5.2;0
Finse;SN25840;09.11.1983;1.6;0.8;2.8;6.4
Finse;SN25840;10.11.1983;-3.4;-5;2;0
Finse;SN25840;11.11.1983;-8.1;-11.5;-3.4;0
Finse;SN25840;12.11.1983;-4.1;-6.3;-2.5;0
Finse;SN25840;13.11.1983;-4.8;-6.6;-3.8;0
Finse;SN25840;14.11.1983;-3.1;-6;-0.6;0.1
Finse;SN25840;15.11.1983;-4.7;-5.4;-1.3;1.5
Finse;SN25840;16.11.1983;-6.4;-7.3;-4.3;0
Finse;SN25840;17.11.1983;-5.7;-14;-2;0
Finse;SN25840;18.11.1983;-3.4;-5;-2.1;0
Finse;SN25840;19.11.1983;-2.6;-4.3;-1.3;0.4
Finse;SN25840;20.11.1983;-6.6;-8.3;-2.5;37.2
Finse;SN25840;21.11.1983;-10.7;-11.8;-8.3;1.8
Finse;SN25840;22.11.1983;-11.3;-12.6;-10;0.7
Finse;SN25840;23.11.1983;-11.4;-13.8;-9.2;5.2
Finse;SN25840;24.11.1983;-4.1;-10.1;-2.3;1.8
Finse;SN25840;25.11.1983;-1;-3.6;2.5;2.8
Finse;SN25840;26.11.1983;0.1;-0.5;2;3
Finse;SN25840;27.11.1983;-10.7;-14.2;0.5;2.2
Finse;SN25840;28.11.1983;-16;-21;-11.5;0.1
Finse;SN25840;29.11.1983;-10.3;-12.6;-8.7;1
Finse;SN25840;30.11.1983;-18.2;-23.3;-9.4;1.1
Finse;SN25840;01.12.1983;-8;-13.5;-3.5;0
Finse;SN25840;02.12.1983;-1.5;-4.2;-1.1;0
Finse;SN25840;03.12.1983;0.2;-1.3;2.2;1.2
Finse;SN25840;04.12.1983;-0.5;-2.2;2;3.7
Finse;SN25840;05.12.1983;-1.8;-3.4;2.1;14.9
Finse;SN25840;06.12.1983;-8.1;-8.6;-3;4
Finse;SN25840;07.12.1983;-8.2;-11;-6.5;0.1
Finse;SN25840;08.12.1983;-1.3;-7.1;0.5;0.8
Finse;SN25840;09.12.1983;-12.2;-19;-1.4;2.9
Finse;SN25840;10.12.1983;-16.2;-24;-12.5;0
Finse;SN25840;11.12.1983;-13.9;-17.2;-11.5;0
Finse;SN25840;12.12.1983;-7.4;-18;-5.1;0.1
Finse;SN25840;13.12.1983;-5.1;-7.2;-3.1;1.2
Finse;SN25840;14.12.1983;-0.1;-4.2;1.8;2.7
Finse;SN25840;15.12.1983;-3.6;-4.3;-0.1;3.8
Finse;SN25840;16.12.1983;-4.1;-6.5;-2.7;1.5
Finse;SN25840;17.12.1983;-19.9;-23.1;-5.4;1.6
Finse;SN25840;18.12.1983;-13.5;-23;-8.5;0
Finse;SN25840;19.12.1983;-14.4;-21.1;-11.9;0
Finse;SN25840;20.12.1983;-10.2;-12.5;-9.6;1.7
Finse;SN25840;21.12.1983;-9.1;-10.5;-7.9;2.9
Finse;SN25840;22.12.1983;-5.4;-8.9;-4.5;8.9
Finse;SN25840;23.12.1983;-6;-10.1;-2.2;5
Finse;SN25840;24.12.1983;-7.9;-11.2;-6;3.9
Finse;SN25840;25.12.1983;-9.9;-11.2;-9;1
Finse;SN25840;26.12.1983;-6.9;-11.6;-5.5;4.2
Finse;SN25840;27.12.1983;-2.3;-8;-0.8;1.4
Finse;SN25840;28.12.1983;-5.3;-6.5;-0.2;12.7
Finse;SN25840;29.12.1983;-3.7;-6.1;-3;8.5
Finse;SN25840;30.12.1983;-6.5;-9;1;7.7
Finse;SN25840;31.12.1983;-3;-9.6;0.4;6.2
Finse;SN25840;01.01.1984;-7.2;-8.2;0.8;27.9
Finse;SN25840;02.01.1984;-8.5;-9;-7.6;18.1
Finse;SN25840;03.01.1984;-10.4;-15.2;-6.1;8.5
Finse;SN25840;04.01.1984;-8;-15.3;-6.3;1.8
Finse;SN25840;05.01.1984;-7.6;-9.3;-5;0.9
Finse;SN25840;06.01.1984;-5.8;-6.8;-5.1;3.9
Finse;SN25840;07.01.1984;-6;-6.7;-4.5;4.3
Finse;SN25840;08.01.1984;-9.3;-11.5;-6.5;1.4
Finse;SN25840;09.01.1984;-21.3;-25;-11.5;0
Finse;SN25840;10.01.1984;-3.9;-17.3;-1.5;0
Finse;SN25840;11.01.1984;-5.2;-6.5;-0.4;17.4
Finse;SN25840;12.01.1984;-4.9;-6.5;-3;3.8
Finse;SN25840;13.01.1984;-7.8;-8.8;-4.3;14.5
Finse;SN25840;14.01.1984;-9.4;-10;-6.5;12.7
Finse;SN25840;15.01.1984;-9.4;-10.4;-8.5;4.6
Finse;SN25840;16.01.1984;-8.8;-11.3;-7.9;4
Finse;SN25840;17.01.1984;-10.2;-12.5;-8.4;0.3
Finse;SN25840;18.01.1984;-11.8;-13;-10;1.4
Finse;SN25840;19.01.1984;-14.6;-21.7;-10.2;0
Finse;SN25840;20.01.1984;-24.9;-27;-12.1;0.5
Finse;SN25840;21.01.1984;-24.9;-30.2;-21.9;0
Finse;SN25840;22.01.1984;-17.3;-22;-14.5;0
Finse;SN25840;23.01.1984;-19.1;-21;-16;0.3
Finse;SN25840;24.01.1984;-25.3;-28.3;-19.1;0
Finse;SN25840;25.01.1984;-24.9;-31.3;-21;0
Finse;SN25840;26.01.1984;-21.1;-25.9;-16.4;0
Finse;SN25840;27.01.1984;-14.2;-25.9;-12.7;0
Finse;SN25840;28.01.1984;-12.2;-13.1;-11.2;3.4
Finse;SN25840;29.01.1984;-10;-12;-8.1;0.9
Finse;SN25840;30.01.1984;-10.1;-10.3;-9.2;0.7
Finse;SN25840;31.01.1984;-7.2;-10;-6.4;1.3
Finse;SN25840;01.02.1984;-7.1;-7.5;-6.2;0.2
Finse;SN25840;02.02.1984;-7.8;-8.3;-6.2;0.4
Finse;SN25840;03.02.1984;-8.2;-8.3;-7.3;0
Finse;SN25840;04.02.1984;-7.6;-11;-5.7;1.4
Finse;SN25840;05.02.1984;-6.3;-8.2;-5;12.8
Finse;SN25840;06.02.1984;-7.4;-7.9;-6.2;8.5
Finse;SN25840;07.02.1984;-13.4;-14.4;-7.9;2.7
Finse;SN25840;08.02.1984;-16.3;-22.1;-10.7;2.5
Finse;SN25840;09.02.1984;-10.1;-21.8;-7.2;0
Finse;SN25840;10.02.1984;-4.2;-8.1;-2.5;1.4
Finse;SN25840;11.02.1984;-2.8;-6.3;2.4;1.1
Finse;SN25840;12.02.1984;-0.8;-6.3;1.8;0
Finse;SN25840;13.02.1984;-4.1;-7.3;-0.8;0
Finse;SN25840;14.02.1984;-5.2;-6.5;-4;0
Finse;SN25840;15.02.1984;-7.4;-13;-3;0.1
Finse;SN25840;16.02.1984;-10.6;-11.7;-7.4;0
Finse;SN25840;17.02.1984;-11.5;-13.2;-10;0
Finse;SN25840;18.02.1984;-9.4;-10.8;-6.8;0.4
Finse;SN25840;19.02.1984;-11.7;-15;-7.3;0
Finse;SN25840;20.02.1984;-15.3;-17.9;-12;0
Finse;SN25840;21.02.1984;-12.3;-16.6;-10.5;0.1
Finse;SN25840;22.02.1984;-13.3;-16.7;-10.2;0.1
Finse;SN25840;23.02.1984;-19.8;-23;-14.5;0
Finse;SN25840;24.02.1984;-11;-24;-6.9;0
Finse;SN25840;25.02.1984;-3.5;-7.8;-0.2;0.8
Finse;SN25840;26.02.1984;-6.9;-12.5;-2.2;0
Finse;SN25840;27.02.1984;-11;-17.5;-6.5;0
Finse;SN25840;28.02.1984;-4.7;-7;-3.9;0
Finse;SN25840;29.02.1984;-7.4;-9.4;-3.9;1.5
Finse;SN25840;01.03.1984;-11.6;-12.5;-8.3;6.6
Finse;SN25840;02.03.1984;-12;-17.5;-10;0.8
Finse;SN25840;03.03.1984;-14;-19;-8.7;0
Finse;SN25840;04.03.1984;-6.8;-23;-3.2;0
Finse;SN25840;05.03.1984;-4.8;-5.3;-3.5;3.2
Finse;SN25840;06.03.1984;-5.1;-6.8;-1.9;7.1
Finse;SN25840;07.03.1984;-8.1;-9;-6.3;2.8
Finse;SN25840;08.03.1984;-8.2;-13.3;-4.6;0.1
Finse;SN25840;09.03.1984;-2.1;-4.9;-0.5;0
Finse;SN25840;10.03.1984;-9.9;-11.4;-1.8;0.8
Finse;SN25840;11.03.1984;-10.8;-11.4;-10;0.7
Finse;SN25840;12.03.1984;-9.6;-11;-7.2;0.1
Finse;SN25840;13.03.1984;-7.6;-11.8;-3.6;0
Finse;SN25840;14.03.1984;-14.3;-20.7;-5.5;0
Finse;SN25840;15.03.1984;-11.8;-19.7;-6.1;0
Finse;SN25840;16.03.1984;-10.5;-15.4;-5.5;0
Finse;SN25840;17.03.1984;-13.3;-21.2;-4.9;0
Finse;SN25840;18.03.1984;-13.8;-23.5;-9.3;0
Finse;SN25840;19.03.1984;-11.2;-13.5;-8.5;0
Finse;SN25840;20.03.1984;-13.8;-22.2;-5;0
Finse;SN25840;21.03.1984;-10.9;-12.7;-8.8;0
Finse;SN25840;22.03.1984;-8.3;-11.5;-4.2;0
Finse;SN25840;23.03.1984;-11.4;-16.5;-3;0
Finse;SN25840;24.03.1984;-14.3;-17.8;-12;0
Finse;SN25840;25.03.1984;-12.1;-14.4;-10.9;0
Finse;SN25840;26.03.1984;-12.6;-13.2;-10.1;0.8
Finse;SN25840;27.03.1984;-12.2;-15.5;-8.5;0.8
Finse;SN25840;28.03.1984;-10.1;-13.5;-7;0.3
Finse;SN25840;29.03.1984;-6.2;-8.5;-3.5;2
Finse;SN25840;30.03.1984;-7.3;-8;-4.5;1.2
Finse;SN25840;31.03.1984;-10;-12.4;-7;0.2
Finse;SN25840;01.04.1984;-10.4;-15;-6.5;0
Finse;SN25840;02.04.1984;-7.3;-9.7;-1.4;0
Finse;SN25840;03.04.1984;-7.7;-9;-5.8;0.1
Finse;SN25840;04.04.1984;-6.3;-8.2;-4.5;1
Finse;SN25840;05.04.1984;-2.1;-4.9;0.5;0.8
Finse;SN25840;06.04.1984;-0.8;-1.8;1.2;3.5
Finse;SN25840;07.04.1984;-1.1;-1.5;-0.2;0
Finse;SN25840;08.04.1984;-0.5;-1;0.7;1
Finse;SN25840;09.04.1984;-3.1;-9;1.2;1.8
Finse;SN25840;10.04.1984;-1.3;-3.2;1.2;0.8
Finse;SN25840;11.04.1984;-4.4;-5.5;-3;0.5
Finse;SN25840;12.04.1984;-5.5;-8;-3;1.9
Finse;SN25840;13.04.1984;-2.6;-5.2;-1.5;7.5
Finse;SN25840;14.04.1984;-0.6;-3;1.5;13.4
Finse;SN25840;15.04.1984;-2.3;-3.8;1.5;1.3
Finse;SN25840;16.04.1984;-5.7;-6;-3.5;3
Finse;SN25840;17.04.1984;-7.5;-8;-5.5;2
Finse;SN25840;18.04.1984;-5.6;-8.9;1;0
Finse;SN25840;19.04.1984;-2.8;-12;1.2;0
Finse;SN25840;20.04.1984;1.2;-1.8;6.1;1.8
Finse;SN25840;21.04.1984;0.5;-4;2.5;0
Finse;SN25840;22.04.1984;-2.9;-4;1;0.4
Finse;SN25840;23.04.1984;-2.2;-2.5;-2;0.8
Finse;SN25840;24.04.1984;1.2;-4.7;4.9;0
Finse;SN25840;25.04.1984;2.4;-1.2;5.9;0
Finse;SN25840;26.04.1984;4.3;1.4;8.8;0
Finse;SN25840;27.04.1984;2.9;-2.3;9;0
Finse;SN25840;28.04.1984;3.4;-1.5;9;0
Finse;SN25840;29.04.1984;1.8;-4.5;9;0
Finse;SN25840;30.04.1984;0.1;-6.3;7.5;0
Finse;SN25840;01.05.1984;1.2;-1.8;5.5;2.2
Finse;SN25840;02.05.1984;1.3;0.5;3;5
Finse;SN25840;03.05.1984;0.8;0;1.8;3.3
Finse;SN25840;04.05.1984;0.6;0.1;2.2;2.3
Finse;SN25840;05.05.1984;-1.6;-2.8;0.4;1.2
Finse;SN25840;06.05.1984;-4.8;-6;-2.8;3.4
Finse;SN25840;07.05.1984;-4.2;-5;-2.6;0.2
Finse;SN25840;08.05.1984;-5.3;-8.9;-2.1;0.5
Finse;SN25840;09.05.1984;-4;-9.2;1.1;0
Finse;SN25840;10.05.1984;-3.8;-11.3;1.9;0
Finse;SN25840;11.05.1984;-4.3;-11.1;1.6;0
Finse;SN25840;12.05.1984;-1.8;-9.5;4.3;0
Finse;SN25840;13.05.1984;-0.2;-2.1;2.1;0
Finse;SN25840;14.05.1984;1.9;-2.1;5.8;0
Finse;SN25840;15.05.1984;2.7;-3.2;7.8;0
Finse;SN25840;16.05.1984;2.4;1.9;5.5;1.3
Finse;SN25840;17.05.1984;3.5;2;5.3;5
Finse;SN25840;18.05.1984;4.9;4;6.6;8.3
Finse;SN25840;19.05.1984;0.9;0.5;4;5.6
